Name                  ;Const;Coordinates (J2000.0);Wave ;Type ;Dia_arcm;Dst_pc;E(B-V);Log_t  ;Aliases                                                                                                    ;Comments
Alessi J0623+2155     ;Gem  ;06 23 16.0 +21 55 04 ;Op   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Alessi J0624-3151     ;CMa  ;06 24 20.0 -31 51 18 ;Op   ;***  ;   13.00;      ;      ;       ;                                                                                                           ;
Alessi J0625+1942     ;Gem  ;06 25 18.0 +19 42 35 ;Op   ;***  ;    2.60;      ;      ;       ;                                                                                                           ;
Alessi J0628+1227     ;Gem  ;06 28 27.0 +12 27 02 ;Op   ;***  ;    2.00;      ;      ;       ;                                                                                                           ;
Alessi J0639-2349     ;CMa  ;06 39 48.0 -23 49 18 ;Op   ;***  ;   25.00;      ;      ;       ;                                                                                                           ;
Alessi J0640+1918     ;Gem  ;06 40 32.0 +19 18 41 ;Op   ;***  ;    3.00;      ;      ;       ;                                                                                                           ;
Alessi J0640+2509     ;Gem  ;06 40 01.0 +25 09 50 ;Op   ;***  ;   26.00;      ;      ;       ;                                                                                                           ;
Alessi J0641+1647     ;Gem  ;06 41 10.0 +16 47 00 ;Op   ;***  ;    7.00;      ;      ;       ;                                                                                                           ;
Alessi J0644-4658     ;Pup  ;06 44 44.0 -46 58 12 ;Op   ;***  ;   56.00;      ;      ;       ;Lorenzin 16                                                                                                ;
Alessi J0652+1439     ;Gem  ;06 52 37.0 +14 39 18 ;Op   ;***  ;   10.00;      ;      ;       ;                                                                                                           ;
Alessi J0652+1805     ;Gem  ;06 52 32.0 +18 05 36 ;Op   ;***  ;   10.00;      ;      ;       ;                                                                                                           ;
Alessi J0659-1027     ;Mon  ;06 59 32.0 -10 27 00 ;Op   ;***  ;    8.00;      ;      ;       ;                                                                                                           ;
Alessi J0702-6534     ;Vol  ;07 02 25.0 -65 34 30 ;Op   ;***  ;    4.50;      ;      ;       ;                                                                                                           ;
Alessi J0708+2159     ;Gem  ;07 08 31.0 +21 59 12 ;Op   ;***  ;   38.00;      ;      ;       ;                                                                                                           ;
