Name                     ; Reference           ;E(B-V);  log_t
FoF 389                  ; arXiv:1910.12600v1  ;      ;  9.15 
FoF 39                   ; arXiv:1910.12600v1  ;      ;  9.12 
FoF 390                  ; arXiv:1910.12600v1  ;      ;  8.90 
FoF 391                  ; arXiv:1910.12600v1  ;      ;  9.32 
FoF 392                  ; arXiv:1910.12600v1  ;      ;  9.20 
FoF 393                  ; arXiv:1910.12600v1  ;      ;  8.64 
FoF 394                  ; arXiv:1910.12600v1  ;      ;  9.01 
FoF 395                  ; arXiv:1910.12600v1  ;      ;  9.05 
FoF 396                  ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 397                  ; arXiv:1910.12600v1  ;      ;  9.28 
FoF 398                  ; arXiv:1910.12600v1  ;      ;  8.76 
FoF 399                  ; arXiv:1910.12600v1  ;      ;  8.19 
FoF 4                    ; arXiv:1910.12600v1  ;      ;  9.43 
FoF 40                   ; arXiv:1910.12600v1  ;      ;  8.71 
FoF 400                  ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 401                  ; arXiv:1910.12600v1  ;      ;  9.16 
FoF 402                  ; arXiv:1910.12600v1  ;      ;  8.95 
FoF 403                  ; 2020A&A...640A...1C ; 0.422;  7.42
FoF 403                  ; arXiv:1910.12600v1  ;      ;  6.78 
FoF 404                  ; arXiv:1910.12600v1  ;      ;  9.31 
FoF 405                  ; arXiv:1910.12600v1  ;      ;  8.82 
FoF 406                  ; arXiv:1910.12600v1  ;      ;  8.74 
FoF 407                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 408                  ; arXiv:1910.12600v1  ;      ;  8.98 
FoF 409                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 41                   ; arXiv:1910.12600v1  ;      ;  8.26 
FoF 410                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 411                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 412                  ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 413                  ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 414                  ; arXiv:1910.12600v1  ;      ;  8.64 
FoF 415                  ; arXiv:1910.12600v1  ;      ;  8.83 
FoF 416                  ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 417                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 418                  ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 419                  ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 42                   ; arXiv:1910.12600v1  ;      ;  9.03 
FoF 420                  ; arXiv:1910.12600v1  ;      ;  7.92 
FoF 421                  ; arXiv:1910.12600v1  ;      ;  8.95 
FoF 422                  ; arXiv:1910.12600v1  ;      ;  8.99 
FoF 423                  ; arXiv:1910.12600v1  ;      ;  7.53 
FoF 424                  ; arXiv:1910.12600v1  ;      ;  9.13 
FoF 425                  ; arXiv:1910.12600v1  ;      ;  7.28 
FoF 426                  ; arXiv:1910.12600v1  ;      ;  8.91 
FoF 427                  ; arXiv:1910.12600v1  ;      ;  8.66 
FoF 428                  ; arXiv:1910.12600v1  ;      ;  8.07 
FoF 429                  ; arXiv:1910.12600v1  ;      ;  9.05 
FoF 43                   ; arXiv:1910.12600v1  ;      ;  8.68 
FoF 430                  ; arXiv:1910.12600v1  ;      ;  7.00 
FoF 431                  ; arXiv:1910.12600v1  ;      ;  8.60 
FoF 432                  ; arXiv:1910.12600v1  ;      ;  8.01 
FoF 433                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 434                  ; Dias 2021           ; 1.066;  9.041
FoF 434                  ; arXiv:1910.12600v1  ;      ;  9.44 
FoF 435                  ; arXiv:1910.12600v1  ;      ;  8.73 
FoF 436                  ; Dias 2021           ; 1.061;  8.764
FoF 436                  ; arXiv:1910.12600v1  ;      ;  8.62 
FoF 437                  ; arXiv:1910.12600v1  ;      ;  8.39 
FoF 438                  ; arXiv:1910.12600v1  ;      ;  8.96 
FoF 439                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 44                   ; arXiv:1910.12600v1  ;      ;  8.31 
FoF 440                  ; arXiv:1910.12600v1  ;      ;  6.85 
FoF 441                  ; arXiv:1910.12600v1  ;      ;  8.40 
FoF 442                  ; arXiv:1910.12600v1  ;      ;  8.31 
FoF 443                  ; arXiv:1910.12600v1  ;      ; 10.09 
FoF 444                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 445                  ; arXiv:1910.12600v1  ;      ;  8.88 
FoF 446                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 447                  ; arXiv:1910.12600v1  ;      ;  7.08 
FoF 448                  ; arXiv:1910.12600v1  ;      ;  8.00 
FoF 449                  ; arXiv:1910.12600v1  ;      ;  9.41 
FoF 45                   ; arXiv:1910.12600v1  ;      ;  9.42 
FoF 450                  ; arXiv:1910.12600v1  ;      ; 10.05 
FoF 451                  ; arXiv:1910.12600v1  ;      ;  8.89 
FoF 452                  ; arXiv:1910.12600v1  ;      ; 10.04 
FoF 453                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 454                  ; arXiv:1910.12600v1  ;      ;  8.79 
FoF 455                  ; arXiv:1910.12600v1  ;      ; 10.04 
FoF 456                  ; arXiv:1910.12600v1  ;      ;  7.92 
FoF 457                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 458                  ; Dias 2021           ; 0.938;  8.265
FoF 458                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 459                  ; arXiv:1910.12600v1  ;      ;  9.60 
FoF 46                   ; arXiv:1910.12600v1  ;      ;  9.80 
FoF 460                  ; arXiv:1910.12600v1  ;      ;  7.94 
FoF 461                  ; arXiv:1910.12600v1  ;      ;  7.92 
FoF 462                  ; arXiv:1910.12600v1  ;      ;  7.92 
FoF 463                  ; arXiv:1910.12600v1  ;      ;  8.08 
FoF 464                  ; arXiv:1910.12600v1  ;      ;  7.92 
FoF 465                  ; arXiv:1910.12600v1  ;      ;  8.59 
FoF 466                  ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 467                  ; arXiv:1910.12600v1  ;      ;  9.83 
FoF 468                  ; arXiv:1910.12600v1  ;      ;  7.04 
FoF 469                  ; arXiv:1910.12600v1  ;      ;  8.06 
FoF 47                   ; arXiv:1910.12600v1  ;      ;  9.47 
FoF 470                  ; arXiv:1910.12600v1  ;      ;  9.05 
FoF 471                  ; arXiv:1910.12600v1  ;      ;  8.61 
FoF 472                  ; arXiv:1910.12600v1  ;      ;  7.94 
FoF 473                  ; arXiv:1910.12600v1  ;      ;  8.06 
FoF 474                  ; arXiv:1910.12600v1  ;      ;  9.08 
FoF 475                  ; arXiv:1910.12600v1  ;      ;  7.94 
FoF 476                  ; arXiv:1910.12600v1  ;      ;  9.63 
FoF 477                  ; arXiv:1910.12600v1  ;      ;  9.91 
FoF 478                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 479                  ; arXiv:1910.12600v1  ;      ;  8.17 
FoF 48                   ; arXiv:1910.12600v1  ;      ;  9.47 
FoF 480                  ; arXiv:1910.12600v1  ;      ;  8.20 
FoF 481                  ; arXiv:1910.12600v1  ;      ;  9.03 
FoF 482                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 483                  ; arXiv:1910.12600v1  ;      ;  8.73 
FoF 484                  ; arXiv:1910.12600v1  ;      ;  6.78 
FoF 485                  ; arXiv:1910.12600v1  ;      ;  8.85 
FoF 486                  ; arXiv:1910.12600v1  ;      ;  8.06 
FoF 487                  ; arXiv:1910.12600v1  ;      ; 10.09 
FoF 488                  ; arXiv:1910.12600v1  ;      ;  7.83 
FoF 489                  ; arXiv:1910.12600v1  ;      ;  8.99 
FoF 49                   ; arXiv:1910.12600v1  ;      ;  9.36 
FoF 490                  ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 491                  ; arXiv:1910.12600v1  ;      ;  7.87 
FoF 492                  ; arXiv:1910.12600v1  ;      ;  7.15 
FoF 493                  ; arXiv:1910.12600v1  ;      ;  6.85 
FoF 494                  ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 495                  ; arXiv:1910.12600v1  ;      ;  6.90 
FoF 496                  ; arXiv:1910.12600v1  ;      ;  7.46 
FoF 497                  ; arXiv:1910.12600v1  ;      ;  8.52 
FoF 498                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 499                  ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 5                    ; 2020A&A...640A...1C ; 0.084;  9.43
FoF 5                    ; Dias 2021           ; 0.108;  9.410
FoF 5                    ; arXiv:1910.12600v1  ;      ;  9.50 
FoF 50                   ; arXiv:1910.12600v1  ;      ;  6.85 
FoF 500                  ; arXiv:1910.12600v1  ;      ;  9.46 
FoF 501                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 502                  ; arXiv:1910.12600v1  ;      ;  8.06 
FoF 503                  ; Dias 2021           ; 0.915;  6.979
FoF 503                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 504                  ; arXiv:1910.12600v1  ;      ; 10.05 
FoF 505                  ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 506                  ; Dias 2021           ; 0.700;  7.096
FoF 506                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 507                  ; arXiv:1910.12600v1  ;      ;  9.67 
FoF 508                  ; arXiv:1910.12600v1  ;      ;  8.94 
FoF 509                  ; arXiv:1910.12600v1  ;      ;  8.94 
FoF 51                   ; arXiv:1910.12600v1  ;      ;  7.51 
FoF 510                  ; arXiv:1910.12600v1  ;      ;  9.28 
FoF 511                  ; arXiv:1910.12600v1  ;      ;  8.80 
FoF 512                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 513                  ; arXiv:1910.12600v1  ;      ;  7.32 
FoF 514                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 515                  ; arXiv:1910.12600v1  ;      ;  7.87 
FoF 516                  ; arXiv:1910.12600v1  ;      ;  7.69 
FoF 517                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 518                  ; arXiv:1910.12600v1  ;      ;  7.32 
FoF 519                  ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 52                   ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 520                  ; arXiv:1910.12600v1  ;      ;  8.85 
FoF 521                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 522                  ; arXiv:1910.12600v1  ;      ;  8.66 
FoF 523                  ; arXiv:1910.12600v1  ;      ;  8.71 
FoF 524                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 525                  ; arXiv:1910.12600v1  ;      ;  8.73 
FoF 526                  ; arXiv:1910.12600v1  ;      ;  8.58 
FoF 527                  ; arXiv:1910.12600v1  ;      ;  7.60 
FoF 528                  ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 529                  ; arXiv:1910.12600v1  ;      ;  8.73 
FoF 53                   ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 530                  ; arXiv:1910.12600v1  ;      ;  8.97 
FoF 531                  ; arXiv:1910.12600v1  ;      ;  8.74 
FoF 532                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 533                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 534                  ; arXiv:1910.12600v1  ;      ;  8.74 
FoF 535                  ; arXiv:1910.12600v1  ;      ;  8.71 
FoF 536                  ; arXiv:1910.12600v1  ;      ;  8.76 
FoF 537                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 538                  ; arXiv:1910.12600v1  ;      ;  8.71 
FoF 539                  ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 54                   ; arXiv:1910.12600v1  ;      ;  8.93 
FoF 540                  ; arXiv:1910.12600v1  ;      ;  8.85 
FoF 541                  ; arXiv:1910.12600v1  ;      ;  8.64 
FoF 542                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 543                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 544                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 545                  ; arXiv:1910.12600v1  ;      ;  9.05 
FoF 546                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 547                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 548                  ; arXiv:1910.12600v1  ;      ;  8.98 
FoF 549                  ; arXiv:1910.12600v1  ;      ;  7.59 
FoF 55                   ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 550                  ; arXiv:1910.12600v1  ;      ;  6.78 
FoF 551                  ; arXiv:1910.12600v1  ;      ;  9.06 
FoF 552                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 553                  ; arXiv:1910.12600v1  ;      ;  7.40 
FoF 554                  ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 555                  ; arXiv:1910.12600v1  ;      ;  8.67 
FoF 556                  ; arXiv:1910.12600v1  ;      ;  8.01 
FoF 557                  ; arXiv:1910.12600v1  ;      ;  8.73 
FoF 558                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 559                  ; arXiv:1910.12600v1  ;      ;  8.09 
FoF 56                   ; arXiv:1910.12600v1  ;      ;  9.16 
FoF 560                  ; arXiv:1910.12600v1  ;      ;  8.90 
FoF 561                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 562                  ; arXiv:1910.12600v1  ;      ;  8.60 
FoF 563                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 564                  ; arXiv:1910.12600v1  ;      ;  8.92 
FoF 565                  ; arXiv:1910.12600v1  ;      ;  7.76 
FoF 566                  ; arXiv:1910.12600v1  ;      ;  6.60 
FoF 567                  ; arXiv:1910.12600v1  ;      ;  8.79 
FoF 568                  ; arXiv:1910.12600v1  ;      ;  8.94 
FoF 569                  ; arXiv:1910.12600v1  ;      ;  8.89 
FoF 57                   ; arXiv:1910.12600v1  ;      ;  9.16 
FoF 570                  ; arXiv:1910.12600v1  ;      ;  9.01 
FoF 571                  ; arXiv:1910.12600v1  ;      ;  8.94 
FoF 572                  ; arXiv:1910.12600v1  ;      ;  6.78 
FoF 573                  ; arXiv:1910.12600v1  ;      ;  9.10 
FoF 574                  ; arXiv:1910.12600v1  ;      ;  8.93 
FoF 575                  ; arXiv:1910.12600v1  ;      ;  8.75 
FoF 576                  ; arXiv:1910.12600v1  ;      ;  8.99 
FoF 577                  ; arXiv:1910.12600v1  ;      ;  8.91 
FoF 578                  ; arXiv:1910.12600v1  ;      ;  8.97 
FoF 579                  ; arXiv:1910.12600v1  ;      ;  8.70 
FoF 58                   ; arXiv:1910.12600v1  ;      ;  7.36 
FoF 580                  ; arXiv:1910.12600v1  ;      ;  9.37 
FoF 581                  ; arXiv:1910.12600v1  ;      ;  8.85 
FoF 582                  ; arXiv:1910.12600v1  ;      ;  9.31 
FoF 583                  ; arXiv:1910.12600v1  ;      ;  9.62 
FoF 584                  ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 585                  ; arXiv:1910.12600v1  ;      ;  9.06 
FoF 586                  ; arXiv:1910.12600v1  ;      ;  9.06 
FoF 587                  ; arXiv:1910.12600v1  ;      ;  8.27 
FoF 588                  ; arXiv:1910.12600v1  ;      ;  9.36 
FoF 589                  ; 2020A&A...640A...1C ; 0.072;  8.49
FoF 589                  ; Dias 2021           ; 0.153;  8.639
FoF 589                  ; arXiv:1910.12600v1  ;      ;  8.88 
FoF 59                   ; arXiv:1910.12600v1  ;      ;  8.64 
FoF 590                  ; arXiv:1910.12600v1  ;      ;  9.34 
FoF 591                  ; arXiv:1910.12600v1  ;      ;  9.30 
FoF 592                  ; arXiv:1910.12600v1  ;      ;  9.40 
FoF 593                  ; arXiv:1910.12600v1  ;      ;  8.72 
FoF 594                  ; arXiv:1910.12600v1  ;      ;  8.93 
FoF 595                  ; arXiv:1910.12600v1  ;      ;  9.38 
FoF 596                  ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 597                  ; 2020A&A...640A...1C ; 0.769;  8.73
FoF 597                  ; Dias 2021           ; 0.967;  8.754
FoF 597                  ; arXiv:1910.12600v1  ;      ;  9.25 
FoF 598                  ; arXiv:1910.12600v1  ;      ;  9.35 
FoF 599                  ; arXiv:1910.12600v1  ;      ;  9.31 
FoF 6                    ; arXiv:1910.12600v1  ;      ; 10.03 
FoF 60                   ; arXiv:1910.12600v1  ;      ;  8.85 
FoF 600                  ; arXiv:1910.12600v1  ;      ;  6.70 
FoF 601                  ; arXiv:1910.12600v1  ;      ;  8.54 
FoF 602                  ; arXiv:1910.12600v1  ;      ;  8.94 
FoF 603                  ; arXiv:1910.12600v1  ;      ;  9.12 
FoF 604                  ; arXiv:1910.12600v1  ;      ;  8.04 
FoF 605                  ; arXiv:1910.12600v1  ;      ;  8.89 
FoF 606                  ; arXiv:1910.12600v1  ;      ;  8.92 
FoF 607                  ; arXiv:1910.12600v1  ;      ;  9.13 
FoF 608                  ; arXiv:1910.12600v1  ;      ;  9.02 
FoF 609                  ; arXiv:1910.12600v1  ;      ;  9.32 
FoF 61                   ; arXiv:1910.12600v1  ;      ;  8.94 
FoF 610                  ; arXiv:1910.12600v1  ;      ;  8.95 
FoF 611                  ; arXiv:1910.12600v1  ;      ;  8.87 
FoF 612                  ; arXiv:1910.12600v1  ;      ;  8.24 
FoF 613                  ; Dias 2021           ; 0.734;  7.362
FoF 613                  ; arXiv:1910.12600v1  ;      ;  6.78 
FoF 614                  ; arXiv:1910.12600v1  ;      ;  9.31 
FoF 615                  ; arXiv:1910.12600v1  ;      ;  9.15 
FoF 616                  ; arXiv:1910.12600v1  ;      ;  8.79 
FoF 617                  ; arXiv:1910.12600v1  ;      ;  9.23 
FoF 618                  ; arXiv:1910.12600v1  ;      ;  8.42 
FoF 619                  ; arXiv:1910.12600v1  ;      ;  8.06 
FoF 62                   ; arXiv:1910.12600v1  ;      ;  8.83 
FoF 620                  ; arXiv:1910.12600v1  ;      ;  8.76 
FoF 621                  ; arXiv:1910.12600v1  ;      ;  9.81 
FoF 622                  ; arXiv:1910.12600v1  ;      ;  9.12 
FoF 623                  ; arXiv:1910.12600v1  ;      ;  9.15 
FoF 624                  ; arXiv:1910.12600v1  ;      ; 10.07 
FoF 625                  ; arXiv:1910.12600v1  ;      ;  9.10 
FoF 626                  ; arXiv:1910.12600v1  ;      ;  8.81 
FoF 627                  ; arXiv:1910.12600v1  ;      ;  7.77 
FoF 628                  ; arXiv:1910.12600v1  ;      ;  9.59 
FoF 629                  ; arXiv:1910.12600v1  ;      ;  9.54 
FoF 63                   ; arXiv:1910.12600v1  ;      ;  8.98 
FoF 630                  ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 631                  ; arXiv:1910.12600v1  ;      ;  8.98 
FoF 632                  ; arXiv:1910.12600v1  ;      ;  9.24 
FoF 633                  ; arXiv:1910.12600v1  ;      ; 10.09 
FoF 634                  ; arXiv:1910.12600v1  ;      ;  9.42 
FoF 635                  ; arXiv:1910.12600v1  ;      ; 10.06 
FoF 636                  ; arXiv:1910.12600v1  ;      ;  9.00 
FoF 637                  ; arXiv:1910.12600v1  ;      ;  9.04 
FoF 638                  ; arXiv:1910.12600v1  ;      ; 10.11 
FoF 639                  ; arXiv:1910.12600v1  ;      ;  9.29 
FoF 64                   ; arXiv:1910.12600v1  ;      ;  8.84 
FoF 640                  ; arXiv:1910.12600v1  ;      ;  9.22 
FoF 641                  ; arXiv:1910.12600v1  ;      ;  9.16 
FoF 642                  ; arXiv:1910.12600v1  ;      ;  9.40 
