Cluster_s name                ;Galaxy ;Const;RAJ2000.0  DEJ2000.0   ;Wavel ;Type  ;Dia_arcS;Dst_pc ;V_mag  ;E(B-V);Log_t ;Aliases/Variants                                                                                                  ;Comments
BSDL 1473                     ;LMC    ;Dor  ;05 23 27   -66 35 54   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 5
BSDL 1482                     ;LMC    ;Dor  ;05 23 36   -66 10 21   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 5
BSDL 1520                     ;LMC    ;Dor  ;05 24 06   -67 12 17   ;Op    ;OC/OB ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;mP, in DEML 182
BSDL 1528                     ;LMC    ;Dor  ;05 24 22   -65 59 24   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 154
BSDL 1569                     ;LMC    ;Dor  ;05 25 00   -66 39 09   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in BCDSP 3
BSDL 1577                     ;LMC    ;Dor  ;05 24 56   -68 27 53   ;Op    ;OC    ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 180
BSDL 1608                     ;LMC    ;Dor  ;05 25 18   -69 32 23   ;Op    ;OC    ;    24.0;  49500;       ;      ;      ;OGLE-LMC 452                                                                                                      ;
BSDL 1630                     ;LMC    ;Dor  ;05 26 09   -64 33 40   ;Op    ;OC    ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;mP
BSDL 1646                     ;LMC    ;Dor  ;05 25 48   -68 47 31   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley II
BSDL 1668                     ;LMC    ;Dor  ;05 26 07   -67 59 18   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;
BSDL 1692                     ;LMC    ;Dor  ;05 26 16   -68 26 56   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 203
BSDL 1697                     ;LMC    ;Dor  ;05 26 17   -68 40 10   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 1683
BSDL 1744                     ;LMC    ;Dor  ;05 26 42   -69 08 25   ;Op    ;OC/OB ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in BSDL 1746
BSDL 1760                     ;LMC    ;Dor  ;05 27 06   -67 27 36   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 201
BSDL 1809                     ;LMC    ;Dor  ;05 27 58   -66 10 53   ;Op    ;OC/OB ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;mP, in Shapley III
BSDL 1840                     ;LMC    ;Dor  ;05 28 13   -66 48 18   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in Shapley III
BSDL 1855                     ;LMC    ;Dor  ;05 28 06   -69 06 31   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 210
BSDL 1947                     ;LMC    ;Dor  ;05 29 45   -67 36 14   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 211
BSDL 1948                     ;LMC    ;Dor  ;05 29 38   -68 33 01   ;Op    ;OC/OB ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in DEML 203
BSDL 196                      ;LMC    ;Dor  ;04 54 09   -69 27 11   ;Op    ;OB/OC ;    24.0;  49500;       ;      ;      ;                                                                                                                  ;in SGshell-LMC 7
